@relation tweet_sentiment
@attribute 'Sentiment' {positive,negative}
@attribute 'tweet' string
@data
negative,'AmericanAir I understand the weather issues I dont understand how I was not notified of the Cancelled Flightlation and had to realize it so Late Flight'
negative,'AmericanAir why wont u deliver my luggage Almost two days and holding on the phone for over 4 hrs Help'
positive,'AmericanAir  Whoooo Hooooo just crossed 25367 At my current pace I should reach 152202 for the year'
negative,'AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone wtf is this how you treat your loyal passengersstranded'
negative,'AmericanAir have been waiting over THREE hours to talk to someone to rebook a flight due to weather does call back service actually work'
negative,'AmericanAir the service received by both of us was rude and well below my expectations of your airline That is whats most frustrating'
negative,'AmericanAir please DM me a way to get in touch with someone that can help Im platinum AA and considering quitting AA BC of this'
negative,'AmericanAir it was my friend She shouldnt have been scheduled so close together at LAX then not reimbursed Its costing her 12 hrs amp'
positive,'AmericanAir 1 I was on 1610 today to YYZ I had a bit of a bag issue that was cleared up beautifully Thank you to all of the check in'
negative,'AmericanAir sounding like they just got bitchslapped by juliasinton948'
positive,'AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife Thank you'
negative,'AmericanAir Ive been on hold with international award reservations for almost 2 hours 8004337300 keeps calling me what is going on'
negative,'AmericanAir can someone actually either call back or help me figure out how Im getting home'
positive,'AmericanAir youre my early frontrunner for best airline oscars2016'
negative,'AmericanAir How is hanging up on customers because of high volume customer service Tried to resolve via DMstill waitingSo bad aafail'
positive,'AmericanAir all good Im catching the 1110p flight tonight Thanks for the response'
negative,'AmericanAir Flight Cancelled Flightled website refers to 1800 the 1800 hangs up on me Not autorebooked Really Horrible company'
negative,'AmericanAir We have been sitting on this bird AA1457 for 2 hrs on the dfw tarmac  Some water would be nice  Wheres your manners'
negative,'AmericanAir I need to know what to do My flight has been Cancelled Flightled and I cant speak to anyone Help'
negative,'AmericanAir your customer service is a disgrace'
positive,'AmericanAir Joanna did a WONDERFUL job  Thank her for me'
negative,'AmericanAir first flight is Cancelled Flightled Been on hold for 4 hours Need information and getting none Help'
negative,'AmericanAir Get a new crystal ball Cancelled Flight flights before weather hits to rebook me on flight during Looking like 2 nights hotel on me'
negative,'AmericanAir yes Shows Cancelled Flightled amp'
negative,'AmericanAir Toby hates you lol'
negative,'AmericanAir what I am put off by is the fact that no gate supervisor has tried to come by and communicate with us'
negative,'AmericanAir Need to change flight but the CS  is telling me it cant take my call Cant change online Please help Flight is this week'
negative,'AmericanAir lieslieslies  Worst travel experience of my life Day 2 no clothes on vaca  lostluggage unprofessional pit mia'
negative,'AmericanAir ArminRosen ggreenwald Tell that piece of shit to get fucked Ill fly exclusively with you for life'
negative,'AmericanAir I have continued contacting your phone reps for 7 hours and am still unable to get through Thats absurd and I am livid'
positive,'AmericanAir thanks'
positive,'AmericanAir  in my hotel now Thank you'
negative,'AmericanAir I have almost 3 million miles w u so I am loyal to u  When r u going to reciprocate  What a joke'
negative,'AmericanAir Thank you for holding we apologize for the delay in answering your call To speak to a representative please continue to hold'
negative,'AmericanAir Weather was not involved'
negative,'AmericanAir dogbuckeye No I was on hold for 4 12 hours  3 diff agents each w different information frustrating kept getting txfd'
negative,'AmericanAir Im still on hold if youre wondering  4 hours 37 minutes and counting  ServiceFail OnHoldForever Suboptimal'
negative,'AmericanAir I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job'
negative,'AmericanAir Hey you Cancelled Flightled my flight and I cant get someone on the phone to rebook 2 hour wait minimum Can I get some service'
negative,'AmericanAir our ft 1261 TUSDFW wcx to LGA tomorrow Cancelled Flighted  4 hrs so far waiting for call back What should we do Need to get to nyc'
negative,'AmericanAir USAirways and our meals are also on us because this company does not care about their customers Truly disgraceful'
negative,'AmericanAir by far the best example of the worst company Cowboycerrone'
negative,'AmericanAir USAirways cost me a day of vacation 350 hotel stay day of dog boarding and a day of airport parking'
positive,'AmericanAir Got my bags this morning Thanks'
positive,'AmericanAir Joanna is wonderful new flight booked by a very friendly and helpful agent during a very stressful day Thank You'
negative,'AmericanAir USAirways and the way I have been spoken to by DFW and Mia employees is truly disgusting Save the pain fly with anyone else'
negative,'AmericanAir Im home amp'
negative,'AmericanAir thx for losing my bag How hard is it to care for a bag w PRIORITY on itwhy do u cont to not care for EPs'
positive,'AmericanAir ok no worries Thanks for the straight story Its appreciated'
negative,'AmericanAir to my destination After waiting 2 hours and missing our second flight with them Our luggage made the flight though'
negative,'AmericanAir that luggage you forgotmiahe just won an oscar'
negative,'AmericanAir cost me 1 day of vacation 350 and all I got was a rude woman tell me to go to another country and figure out how to get'
negative,'AmericanAir You should really help Cowboycerrone out you are getting a TON of bad publicity right now WillNeverFlyWithYou'
negative,'AmericanAir lost LeslieWolfson luggage on flight yesterday morning Miami to NewYork LGA no response and no luggage more than 37 hrs ltr'
positive,'AmericanAir we made it so no worries You guys did good tonight and even put ESPN_CoachMack on my flight firstclass'
negative,'AmericanAir By answering as fast as they can you mean hanging up on every call'
negative,'AmericanAir but at least your automated message gives me info about your merger w USAirways Another airline I know to avoid'
negative,'AmericanAir that 2 hr wait became a 4 hr one And yall claimed to have sent an email Yeah that never happened FlyDelta'
negative,'AmericanAir its been 2 hrs of wait on the phone a worst customer services b trying to know where my suitcase Is and way MORE ANGRY'
negative,'AmericanAir why dont you take care of Cowboycerrone flight screw ups'
negative,'AmericanAir wht n  thumbs down  experience waa reservations service Tried to be patient with rep and she just disconnects me aa do u record conv'
negative,'AmericanAir Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW Cant get calls through to speak with anyone'
